Experience,job_description,Result,experience_count,advance_count,minimum_count,atleast_count,excellent_count,strong_count,expert_count,senior_count,deep_count,previous_count,fresher_count,basic_count,proficient_count,col1,col2,col3,col4
5.0,"13 November 17
Location: Jakarta
Requirements
Minimum Bachelor Degree in information technology or other related field
Minimum 5 years of working experience in managing customer analysis or customer relationship management
Good technical skills in doing customer data analysis and data management in order to provide solutions and insight related to company business process and improvement
Able to communicate in English, hard worker, loves challenges, detail oriented and good analytical thinking",1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2.0,"Requirements:

Bachelor’s Degree with GPA minimum 3.0, preferably in quantitative subject (i.e. Computer Science, Engineering, Economics, or Mathematics).

Minimum 2 years’ experience as Marketing Analyst/ Data Analyst in new age technology business (e-commerce sector/ ride hailing/ travel/ fintech) preferably.

Excellent analytical skills. You need to be comfortable with data – Analyze it, question its validity, interpret it, and develop recommendations based on it

Advanced knowledge of SQL and proficiency in excel required, Python skills will be big plus

Knowledge of key tools like Google analytics, Amplitude, Appsflyer etc. preferable

Comfortable working in a dynamic and fast-paced environment.

Conversational ability in English required

Strong analytical and planning skills;

Good communication and presentation skills;

Excellent problem-solving skills;",1,1,1,2,0,2,1,0,0,0,0,0,0,0,2,1,3,0
1.0,"Your tasks and responsibilities:

Support the Data Science team and its stakeholders at all levels of the business to meet their reporting and data analytics needs including standard and ad-hoc reporting.
Help acquire, build, maintain, filter, and “clean” data, specifically related to healthcare products data from various systems and sources.
Maintain documentation of data flows and data extraction, transformation, and loading processes.
Assist the Data Science team in identifying gaps and/or opportunities in the data capture and tracking strategy.
Create ad-hoc analysis on business needs.

Your Profile

1-2 years experience of working with data.
Possess strong analytical and quantitative skills.
Possess exceptional eye for detail, equipped with common sense and strong professional work ethic.
A drive to understand the relationships between data and business, draw conclusions and use critical thinking to validate/verify outputs.
Ability to perform detailed data analysis (i.e. determine the structure, content, and quality of the data through examination of source system data and data samples).
Proficient in MS Excel.
Understanding of SQL as a data query language, Python or other programming language is a plus.

What You Can Expect from Us

Significant career growth opportunities in a fast-growing business Challenging and diverse assignments along with direct responsibilities.
Fun & casual working environment in an international team.
Flat hierarchies within a fresh, dynamic and highly motivated team.

Starting date: as soon as possible.

Locations: Indonesia
Categories: Data and Research
Employment Type: Full-time",1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1
3.0,"About the Role
This role is for those who enjoy mining insights from the sea of data, building data products, and designing experiments with the ability to see the real-time impact of your contribution. You will get to work with insanely awesome and smart business leads and fellow analysts. Your work will impact how the senior leaders at Gojek shape strategies around millions of customers across South East Asia!

What You Will Do

Design and analyze experiments
Perform exploratory data analysis using SQL and R/Python and present interesting findings to business stakeholders to drive business and strategic decisions
Build self-serve data products such as dashboards and tables to reduce time to insights
Perform advanced analytics when needed (such as building machine learning models using R/Python or data web apps using Shiny/Dash)

What You Will Need

Should have at least 3 years of practical experience in SQL and R/Python (there will be a technical phone screen to test you on this!)
Prior experience with applied statistics, experimental design and ML (there will be a technical phone screen to test you on this!)
Bonus points for prior experience with customer lifetime models, marketplace supply/demand or causal inference methods for campaign effectiveness etc
Able to tell a coherent data narrative using visualization tools and able to set best practices in data visualization to convey a product insight through impactful graphs
Proven ability to recognize business needs and ability to communicate with multiple stakeholders including PMs, business and operations
Balance attention to detail with swift execution
About the Team
The Customer Analytics team uses experimentation and advanced analytics to help Gojek understand and best serve its customers. The team has been involved in creating the best practices and tools for running experiments at Gojek, created the user journey framework that is used company-wide, and built machine learning models to help the business teams bring back churned customers and retaining users.
Some blog posts we have written about our team’s work:
https://blog.gojekengineering.com/efficient-experimentation-at-gojek-bbd244a52e73
https://blog.gojekengineering.com/statistical-testing-at-gojek-8508d6748be7",1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
3.0,"Environmental Scientist/Risk Assessor

LOCATION: Open | PRACTICE: Toxicology, Health and Ecological Sciences

We are currently seeking an Environmental Scientist/Risk Assessor to join our growing Toxicology, Health, and Ecological Sciences practice.

Responsibilities

As an Environmental Scientist/Risk Assessor, your job functions will include, but not be limited to:
Completing statistical analyses to support environmental investigations and preparing summaries and graphical visualization of results
Performing quality assurance reviews of technical analyses and results
Conducting research and summarizing technical findings
Critically reviewing scientific studies, exposure assessments, and statistical analyses
Preparing reports and presentations
Leading data preparation activities such as organizing, tracking, and summarizing environmental data sources
Designing and conducting field programs to assess environmental contamination
Performing calculations to support human health and ecological risk assessments.
Qualifications
B.S. or M.S. in biology, toxicology, public health, or a related field
3–5 years of work experience
Demonstrated competency in statistics and quantitative data analysis
Knowledge of and experience in regulatory toxicology and/or human health risk assessment
Excellent written and oral communication skills.
Competitive salary is commensurate with experience. Integral Consulting Inc. provides an exceptional benefits package with company-subsidized insurance, and an exciting work environment with opportunities for significant professional growth.

All offers of employment are contingent on candidates passing a background screening that includes employment history, criminal background, Federal Watch List, a drug and alcohol screening, and, if applicable, a degree verification. Candidates will receive a written notice of this requirement. All screenings will be done in accordance with all local, state, and federal laws.

We are proud to be an equal employment opportunity employer and are committed to a proactive program of affirmative action and diversity development.

Integral Consulting Inc. provides equal opportunity in all of our employment practices to all qualified employees and applicants without regard to race; color; religion; gender (including pregnancy, childbirth, or related medical conditions); national origin; age; sexual orientation; disability; marital status; military, veteran, or Vietnam Era Veterans’ Readjustment Assistance Act protected veteran status; gender identity or gender expression; or any other category protected by federal, state, and local laws. The “EEO is the Law” poster can be viewed HERE.",1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5.0,"20 November 17
Location: Jakarta
Requirements
Bachelor Degree majoring in IT / Computer Science / related
Has 5 – 7 years of experience in data and API development
Pipeline design and implementation with large distributed databases
Experience in collecting, analyzing and synthesizing results from various data sources
Excellent communication in English (Both verbal and written)",1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,"4,000,000 IDR ~ 15,000,000 IDR

Bandung

Minimum Bachelor degree in Mathematics, Statistics, Physics, Computer Science, Engineering or related fields
Experienced writing complex and optimized SQL query using RDBMS and Non-RDBMS (MySQL, PostgreSQL, MongoDB)
Experienced in structured and unstructured data processing using Python on Jupyter Notebook
Able to draw conclusions with inferential statistics and probability
Able to develop automated ETL data pipeline and automated reporting
Having a passion for data analysis, statistics, modeling, and machine learning
Familiar with Git to collaborate on projects
Experienced using big data platforms, i.e: Hive, Spark, Presto is preferred
Minimum 1-year experience in the same field is preferred
About work仕事内容について

Defining business and product metrics with the relevant variables
Suggest the data collection method and requirement
Developing automated reports and proper visual dashboard for stakeholders
Generating actionable insights based on data to improve the metrics
Suggest experimentation for product features and evaluate the result
Performing diagnostic analytics
Forecasting the business metrics to set the proper goal
Using machine learning to explore patterns in big data
Salary

4,000,000 IDR ~ 15,000,000 IDR

Work Location

Bandung

Requirement
Minimum Bachelor degree in Mathematics, Statistics, Physics, Computer Science, Engineering or related fields
Experienced writing complex and optimized SQL query using RDBMS and Non-RDBMS (MySQL, PostgreSQL, MongoDB)
Experienced in structured and unstructured data processing using Python on Jupyter Notebook
Able to draw conclusions with inferential statistics and probability
Able to develop automated ETL data pipeline and automated reporting
Having a passion for data analysis, statistics, modeling, and machine learning
Familiar with Git to collaborate on projects
Experienced using big data platforms, i.e: Hive, Spark, Presto is preferred
Minimum 1-year experience in the same field is preferred

English Level

Communicative

Other Language

Indonesian

Benefit

THR(Lebaran Allowance): One month salary
Bonus or Commission: Based on performance
BPJS: Ketenagakerjaan, Kesehatan
Private Medical Insurance
More depends on negotiation",1,8,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0.0,"Company Description

About Kata.ai

Kata.ai is an Indonesian Conversational Artificial Intelligence company, focused on understanding human conversation so we can empower the way humans collaborate with technology. Kata.ai's Natural Language Processing (NLP) technology powers multi-purpose intelligent virtual assistant for major corporations in Indonesia across different industries, such as Telkomsel, Unilever, Indosat Ooredoo, Hutchison 3 Indonesia, Bank BRI, Alfamart, CIMB Niaga, and Pegadaian.

Our company's goal is to offer a natural language dialogue engine that enables enterprise and SME to create their own intelligent virtual assistant to perform conversational activities ranging from product marketing to behavioral data gathering via commonly-used social and chat apps. So their brand can build engaging interaction and serve their customers better.

Job Description

The Research Intern will participate in research to conduct applied research, advance state-of-the-art in machine learning, collaboratively develop advanced products and services with other groups in the company.

The work will mainly include

Participate with research teams in performing research on machine learning, deep learning, and etc.

Improve our Deep-Learning Based SRL, NER and POS engine.

Develop new machine learning tasks that can help improve our Natural Language Builder.

Develop unsupervised and semi-supervised models that can take advantage of our vast unlabeled data to improve existing and new models.

Work on our interesting confidential research topics.

Qualifications

Strong background in Computer Science, Artificial Intelligence, Machine Learning, or related technical field.

Experience with one or more general-purpose programming languages including but not limited to: Python or C/C++.

Experience with linear algebra, calculus and statistics.

Great interest in Machine Learning.

Exposure to industry or academic research.

Exposure to Deep Learning, Neural Networks, or related fields and a strong interest and desire to learn about them.

Additional Information

We value a flexible working hour for our employees.

The most important is we provide a learning experience in Conversational AI Industry.",0,3,2,0,0,0,2,0,0,3,0,0,0,0,0,5,2,0
2.0,"Exploration of large data sets using various quantitative techniques to discover data patterns.
Conduct research, generate trading and investment strategies to discover new alpha sources and/or enhance existing proprietary quantitative models.
Translate highly complex mathematical formula.
Develop and implement various ad-hoc projects such as automation tools, portfolio reporting tools, trade execution modules, portfolio construction and optimization models.
Requirements
Bachelors/Masters degree from a reputable university in mathematics, statistics, physics, or quantitative finance/financial engineering. Computer science, engineering, or other quantitative majors are encouraged to apply. Strong academic background is required (minimum GPA 3.2).
Solid foundation in optimization theory, econometrics, statistics, probability, and numerical methods.
Comfortable working with large data sets.
Strong academic, quantitative, problem solving, and analytical skills.
Strong programming skills in statistical or mathematical programming languages (SAS/MATLAB/R, etc.).
Comfortable in fast paced, team oriented environment.
Fast learner, willing, and able to learn additional new skills in programming and other fields quickly.
Experience in in other programming languages (C++, Java, C#, VBA, Perl, SQL, etc.) is a plus.
Prior experience in research is a plus.
Past participation in science olympiad in quantitative field is a plus.
Interest and knowledge in Investment/Trading/Finance/Capital market is a plus.
Exposure to Object Oriented Programming (OOP) is a plus.
Exposure to any of these topics is a plus
Time series analysis
Bayesian statistics
Modern portfolio theory
Black Litterman models
GARCH models
Market microstructure
Machine learning techniques
Order book modelling
Black Scholes equation
Pairs trading and statistical arbitrage strategies
Markov processes
Game theory
Monte Carlo simulations",1,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,3,0
5.0,"mClinica is hiring for an Analytics Manager to serve our clients in Southeast Asia and support our growth regionally and globally. We are looking for a highly ambitious, dynamic individual who has the drive to excel. At mClinica, people who take initiative and ownership are rewarded significantly.

Your Role:

Directly report to VP Operations and collaborate on select critical strategic projects for senior management and stakeholders
Manage, mentoring, and lead the team of Data Analysts (6 staff, and growing), including task management, assessment metrics, and ensuring that they deliver on their projects
Daily responsibilities include interpreting the data, analyzing results using statistical techniques, developing and implementing databases, data collection and engineering, data analytics and other strategies that optimize statistical efficiency and quality, etc.
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and provide actionable insights for the business
Automate repeatable tasks and reports generation
Run A/B testing and statistical analyses to influence, support, and assist in product decisions and launches
Present proposals and results in a clear manner backed by data and coupled with actionable conclusions
Help acquire, build, maintain, filter, and “clean” data, specifically related to healthcare products data from various systems and sources
Ad Hoc analysis to support business

Your Qualification:

Bachelor’s Degree in Mathematics, Statistics, Economics, Engineering and/or other related fields
At least 5 years of experience with research & statistical analytics.
Proven experience as a team leader, strategic management, coaching, and mentoring the team.
Proven experience in presenting ideas to business owners or senior management, etc.
Experienced in project management to balance multiple projects simultaneously and meet set deadlines.
Hands-on experience with analytics tools: Python, Hadoop, Hive, Spark, R, Domo and/or equivalent technologies
Experience combining data from various sources: SQL, REST APIs, Excel, CSV, etc.
Pharmaceutical experience is a big plus

Required Skills:

Deep understanding of Data Cleansing and Analysis
Ability to articulate complex problems to unfamiliar audiences.
Ability to present ideas and complex analysis internally and externally but not limited to business owners or senior management, both technical and non-technical audiences, etc.
Advanced skills with project management tools such as Jira, Trello, Basecamp, Asana, and/or equivalent tools.
Advanced skills with all Microsoft Office Software (specifically Excel and Powerpoint) for the creation of management reports, presentations, and analysis
Passion for problem solving, answering hard questions with data, and continuous learning.
Comfortable in fast-paced startup environment
You will have a chance to work with our international team; ability to fluently communicate in English is mandatory.
Locations: Indonesia
Categories: Data and Research
Employment Type: Full-time",1,7,2,0,0,0,0,1,3,1,0,0,0,0,0,4,0,0
15.0,"Program Overview

The Low Carbon Development Initiative (LCDI) is a major undertaking by Indonesias Ministry of Planning (BAPPENAS) aimed to mainstream principles of sustainable development in policy making. It relies on the Strategic Environmental Assessment (SEA or KLHS), a methodological framework that pursues a change of paradigm away from an old unsustainable model of utilization of natural resources and of reliance on high carbon emission sources of energy; and into a new sustainable model that preserves the countrys vast natural capital base, while shifting towards renewable, low carbon sources of energy. The LCDI policies now has been incorporated in the National Medium Term Development Plan, so called RPJMN 2020-2024.

The analytical work of LCDI has offered insights not only on the actions for moving into a path of low carbon development, but also on the expected co-benefits derived from climate action. Results of the analysis show unequivocal gains in terms of value addition, employment, and welfare indicators, associated with a transition to low carbon systems and a growth model that preserves the countrys natural capital, including forests, biodiversity and water resources. Moreover, such gains can be expected to occur even in the short to medium term, in as much as actions identified under the LCDI are applied efficiently and with sufficient force and coherence, so that no trade-offs are generally expected from embracing low carbon policies.

New Climate Economy (NCE) and WRI Indonesia with funding support from the UKCCU has been supporting BAPPENAS since 2018 by providing expertise in analytics, engagement and communications on the economic-social-environmental nexus. The project collaborates with a variety of partners in Indonesia as well as internationally. The LCDI project is now entering the new phase with the objective to ensure the smooth implementation of LCDI in the first year of RPJMN.

Looking ahead, there are multiple research and analytical works to be conducted to support BAPPENAS at sector level for the next 9 months. Therefore, we are hiring Senior Scientist whom will provide advisory and technical know-how on scientific research and analytical works to support the project in producing high-quality knowledge products and documents, and closely engage BAPPENAS and other related line ministries and partners.

Job Responsibilities

In this position, the consultant will contribute with research and engagement inputs for delivering on LCDI projects led locally by WRI Indonesia, including those with participation of other WRI offices and initiatives, such as the New Climate Economy. The consultant will work closely and liaise directly with Director of Environment BAPPENAS, WRIs Global and Indonesian teams to bring analytical inputs to LCDI, and to pro-actively contribute with engagement activities, including drafting of key documents to support the advancement of the climate policy agenda in Indonesia. The consultant will help to grow and maintain WRIs strategic partnerships to support a transition towards low-carbon, more resilient economic systems. The consultant will work in collaboration with other key team members from WRI Indonesia, other WRI global and international offices, NCE and LCDI Secretariat.

The Senior Scientist for LCDIs main areas of responsibility will include the following:

Research (70%)
Get acquainted, participate, and contribute to empirical modeling exercises and other economic analyses that support climate and environmental policies in Indonesia. In particular, the consultant will be part of a team that contributes developing tools, methods and research products based on integrated modeling principles, using system dynamics tools, spatial analyses and other approaches, to inform low carbon policies in the country;
Contribute or lead the drafting of LCDI sectoral policy reports, policy notes and technical documents summarizing outcomes from research work on areas of economic policy as related to climate and environmental sustainability issues;
Contribute in the process of identification, organization and use of social, economic, environment and climate related data and other relevant research information;
Preparing TOR for research activities in the LCDI project, identifying appropriate candidates for experts, providing review and substantive inputs for the work of the experts and ensure that the results of research activities are align with the guidance from BAPPENAS, WRI and NCE.
Engagement (10%)
Participate in brainstorming activities, calls, videoconferences and meeting with BAPPENAS, partners, donors and other stakeholders in order to advance work by WRI Indonesia and NCE;
Contribute drafting terms of references, concept notes, presentations, periodic reports and other documents for the advancement of the research work as well as for reporting to BAPPENAS and donor on results of WRI Indonesia and NCE work on LCDI project;
Facilitate WRIs engagement with donor and partners to inform the results of LCDI research and insights.
Develop and execute strategies to engage partners in mutually beneficial relationships, including potential funding opportunities and impact-focused programming.
Provide support and guidance on developing strategies to engage high level champions including LCDI Commissioners to communicate the findings of the research in a way that inspires further actions with political decision makers
Communications and Stewardship (10%)
Represent WRI in relevant local and international fora and events where donor and partners are actively engaged. This could include participation at the events where the LCDI will be showcased;
Maintain regular personal and written communications with Director of Environment BAPPENAS, donors, and other stakeholders;
Ensure close coordination between WRI Global Offices, IOs, and in-country partners to support execution of WRIs strategy.
Provide guidance on timely communication related products and deliverables including op-eds, media engagements, blogs etc.
Contribute to institutional priorities, organizational capacity development, and global network collaboration (10%)
Strengthen collaboration and realize synergies across all WRI programs in the country.
Deliverables
Policy briefs on LCDI, Build Back Better and Sector levels (energy, waste, industry, forest and peatland, agriculture and blue carbon)
Review and inputs on Six LCDI Sectoral Studies
Co-author on Synthesis Report of LCDI Sectoral Studies
Blog post/ draft op-eds that reflects the results of LCDI analytical works conducted by experts, modelers and that have already gathered inputs from BAPPENAS
Co-author on LCDI updated report/ working paper generated from LCDI modeling works that includes COVID scenario
Job Qualifications

Required Qualifications:
Master's degree in Economics, Environmental Sciences, or Political Sciences (PhD preferred). Good technical understanding of environment, climate change and development policy issues at national and international level are essential
Minimum of 15 years of relevant experience working on climate and development issues, within a bilateral or international development organization or in a role fundraising from government agencies and foundations
Knowledge of empirical methods used in economics and environmental science, including on integrated modeling (e.g. System Dynamics), statistical analyses, econometrics, spatial analyses and others, are a plus
Experience in developing and organizing complex proposals for government and foundation audiences
English fluency required; additional language skills a plus
Comfortable working in a fast-paced, deadline-oriented environment, with a diverse staff, across multiple time zones
Ability to take initiative, work independently, and be flexible on changing priorities
Exceptional writing, proofreading, and presentation skills. Publication track record will be a plus
Ability to travel across Indonesia and Internationally
Commitment to WRIs mission and values
Required Competencies:
Diplomacy: Strong interpersonal and collaborative skills; a demonstrated ability to diplomatically and effectively guide peers and directors through strategy conception to concrete proposed deliverables focused on impact at global scale; effectiveness negotiating with persons in government, business, academia, NGOs, and the media
Cross-cultural communication: Ability to represent our programs and projects in a wide variety of international settings
Management: Comfortable working with a number of development and environment issues and partners; able to establish priorities and communicate these effectively within WRI and to partners and funders
Period of Work

November 2020 July 2021 (9 months)

Terms of Payment

Daily-rate consultant with maximum 162 working days for the whole contract period or 18 working days per month in average.

Must have authorization to work in Indonesia to be eligible for this position.

Final candidates might be required to take a writing test and to produce two writing samples when needed.

Consultant rate: Consultant rate is commensurate with experience and skills.

Qualified applicants should apply online through WRI career portal in order to be formally considered.

Application close: 1700 (Jakarta Time), 20 Oktober 2020. We will close the advert earlier when the best candidates are identified at earlier dates.

This is a locally engaged position; Indonesian nationals are encouraged to apply.

WRI Overview

World Resources Institute (WRI) is an independent, nonprofit global research organization that turns big ideas into action at the nexus of environment, economic opportunity and human well-being. We are working to address seven critical challenges that the world must overcome this decade in order to secure a sustainable future for people and the planet: climate change, energy, food, forests, water, sustainable cities, and the ocean. We are passionate. We value our diversity of interests, skills and backgrounds. We have a flexible work environment. And we share a common goal to catalyze change that will improve the lives of people. Our shared ideals are at the core of our approach. They include: integrity, innovation, urgency, independence and respect. The foundation of our work is delivering high-quality research, data, maps and analysis to solve the worlds greatest environment and international development challenges, and improve peoples lives. We work with leaders in government, business and civil society to drive ambitious action and create change on the ground. Equally important, we bring together partners to develop breakthrough ideas and scale-up solutions for far-reaching, enduring impact.

We have been growing rapidly: our staff has doubled in size over the past 5 years and our operating budget is now $100 million. Founded in 1982, WRI has a global staff of 800+ people with work spanning 60 countries. We have offices in Africa, Brazil, China, Europe, India, Indonesia, Mexico and the United States as well as a growing presence in other countries and regions.

WRI is committed to advancing gender and social equity for human well-being in our mission and applies this principle to our organizational and programmatic practices.

WRI Indonesia is national entity (Yayasan) associated with the World Resources Institute (WRI), a global environmental research organization that turns big ideas into action at the nexus of environment, economic opportunity, and human well-being. WRI work with various stakeholders in the natural resources sector to support policy and management that are both profitable and sustainable. WRI work with leaders in more than 50 countries for more than 30 years, with offices in Brazil, China, Europe, India, Indonesia, Mexico, and the United States.

Launched in early 2014, WRI Indonesia builds on WRIs 10-year history in the country and strengthens our impact on the ground. In the short-to-medium term, WRI Indonesia aims to expand its presence and portfolio to include projects in the climate, energy, as well as city and transportation programs.

The World Resources Institute (http://www.wri.org) is an environmental and development research and policy organization that creates solutions to protect the Earth and improve peoples lives. As an Equal Opportunity Employer, it is WRIs policy to recruit, hire, and provide opportunities for advancement in all job classifications without regard to race, color, religion, sex, national origin, age, citizenship, marital status, sexual orientation, gender identity, parental status, protected veteran status, or disability. WRIs global agenda requires a staff that is diverse with respect to race, gender, cultural, and international background. Diverse perspectives and experience enhance the way WRI selects and approaches issues, as well as the creativity and applicability of WRI's policy research and analysis. WRI, therefore, encourages applications from U.S. minorities, persons from other countries (especially developing nations), and from women of all backgrounds.",1,4,4,1,0,0,1,4,2,0,0,0,0,0,1,8,1,0
2.0,"Minimum Qualifications
Education background: Mathematics, physics, engineering
Experience min 5 years in Credit Risk, Scoring department, Data science from Banking or Financial Services.
Have experience in Underwriting customers (prepare approval strategies, identify segments of the clients)
Min 2 years’ experience of managing 3-5 people
Strong knowledge in statistic, SQL, scoring, Excel (pivot tables, analytical tools)
Analytical thinking, able to communicate and explain data in understandable way
Able to present on C-level meeting
Ready to prepare analytics by herself/himself (starting from querying data finishing with presenting results)
Be able to develop team: explain tasks, coach and teach team how to prepare analysis, backup them with tasks and do cross-check
Able to work independently
Job Description
Lead and manage Analyst team to ensure all reports (weekly, monthly) under area of responsibility are properly prepared
Provide regular report, adjust UW strategy, ad hoc analysis and ensure everything is delivered within timeline
Conduct ad hoc analysis & give guidance to analysts to improve their logic and analysis ability (mostly using SQL script)
Review reports performance & conduct improvement process whenever necessary to ensure all regulatory reports are submitted accurately and on time
Propose new change in UW in order to achieve higher AR and lower risk and supervise implementation of UW changes itself
Be single point of contact for HQ for any questions related to assigned portfolio",1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3.0,"About Shipper


Shipper is a logistic aggregator platform, solving problems for merchants, customers, and third party logistics. We provide also first mail delivery services. We are a growing start-up. We work hard and fast. Responsibility with access to help from all team members is definitely there. We are looking for your awesomeness and your creativity. We trust the work to you and when you have problem, you can ask for help. When you don't know what you are doing, we will guide you on how things could possibly be done. Saying ""no"" to a logic could be a great thing when it's supported by facts. We support open policy and we are happy to talk about anything. We mean anything and we mean it.

Responsibilities
Design and develop regular reports and actionable dashboards to track business performance
Responsible for advanced data analytics and statistical modeling to extract insights from data that results in better logistics services
Use the quantitative skill sets to drive product roadmap and development
Evaluate data management in Shipper Logistics organization
Filter, clean and continuously manage data by reviewing data sources across different tools and systems
Acquire data from primary or secondary data sources and maintain databases
Own and manage multiple data initiatives and projects both on an ongoing and ad-hoc basis
Requirements
Bachelor degree in Computer Science, Business Analytics or related quantitative fields (Mathematics, Economics, Computer Science, Information Management or Statistics).
Ability to write complex SQL queries and preferably experience with MySQL, PostgreSQL, MongoDB and data visualization tools (Chartio, Tableau, etc).
Proficiency in one or more programming languages including but not limited to Python, R
Strong communication and presentation skills
Experience with ETL process is a plus
Experience with AWS ecosystem is a plus
3-5 years of experience in an analytical role
Detail oriented, analytical and inquisitive
Language: Fluent in verbal and written in English & Indonesian",1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0.0,"Job Description:
Define business issues with client and propose analytics subject to solve them
Extract data from several data sources with scratch SQL queries and cleanse the data from the statistical perspective
Analyze data and summarize insight into intelligible document and share it to client management and users
Visualize analytics result as advanced reporting, dashboards
Contribute to company growth through assigned project works as well as corporate activities

Specific Qualification:
Strong experience using IT solutions
Visualization software such as Power BI, Tableau, etc.
Analytics software such as Python, R, SAS, etc.
SQL Query, Performance tuning
MS Excel: Power query, Pivot table, vlookup. VBA experience
Data preparation (harmonization, normalization, aggregation, allocation, cleansing, etc.)
Data analysis (classification, regression, other machine learning, hypothesis test, etc.)
Commitment to output quality

Standard Qualification:
Basic
Business Level English for both speaking and writing
Basic Consulting skill (Logical Thinking, Documentation, Presentation, Interview)
Problem solving capability
Basic IT knowledge
Ability to foster good Communication and relation with Client and Team member
Ability to multi-task, prioritize, and work well within a fast-paced, project-focused environment
Integrity, curiosity and strong willingness to learn new things as a professional consultant
Proactive and be responsible for the smoothly running and implementation of the project
Work independently with minimum supervision.

Attitude
Highly motivated, stable working under pressure or stress. forward thinking, and hard worker
Proactive and be responsible for the smoothly running and implementation of the project.

Education
Minimum Bachelor‘s Degree (GPA more than 3.2 with 4 scale)
Major in IT is preferable, such as Computer Science, Information System, and so on
Overseas experiences are preferable

Preferable qualifications
Background of Financial industry
Experienced working in multicultural environment or working/studying abroad
Experienced working in Consulting Company",0,5,1,2,0,0,2,0,0,0,0,0,3,0,2,1,2,3
2.0,"Location
UE (Poland)

Job description
We bet we can be a great match
When we say cutting edge, we actually mean it. Here, you can work on highly reliable systems with low latency, much like the transactional systems of the best financial institutions, but… with fun included.
About us
Working with us you’ll be at heart of the technological revolution of one the world’s most trusted betting and gaming companies. We deal with projects ranging from widgets, desktop or mobile casinos and betting sites… just to name a few. We process 500 online Sportsbook bets per second each Saturday, that’s the same as orders processed by Amazon UK, on its busiest day of the year. We deal with more than 35 million users daily. Impressed? You can be sure there are many more challenges waiting for you.
Your role in the team
We are building world-class Big Data platform which will give us power to process streams of data and enable machine learning and advanced analytics capabilities. Everything cloud-based for scalability and speed to market.
As a Test Engineer, you’ll make sure our real-time datasets are high performing, quick and stable. you’ll develop high quality test cases, including automation and performance. You'll write acceptance criteria alongside developers, analysts and product owners, collaborate on technical solutions and communicate goals and results. Our Data Scientists will consume the data you prepare, and will use the data to model machine learning algorithms.
You'll have the opportunity to cross - train within the team, and learn about a range of data technologies. So we need you to be keen to learn and interested in new tech.
Skills needed
• You’re an expert in data engineering and data quality.
• It’s essential that you’ve got experience of the full SDLC in an equivalent environment.
• You can genuinely say you’re a strong developer in test, and you’ve used SQL, NoSQL to test complex data transformations.
• You have worked in small focused scrum teams and you want to move in coding and be the SME for testing within your scrum team.
• Experience with Big data platforms: Apache Spark / Hadoop
• Experience in test development within automation frameworks, with a strong focus on the automation of CI Build, ETL Processes, Gatling, and Rest-assured frameworks
• Experienced in testing integrations with other services and capturing end to end performance.
• Experience with cloud solutions for Big Data (AWS, Snowflake, Astronomer) is a plus
• Experience with Python
• Test development within automation frameworks, with a strong focus on the automation of CI Builds, SQL Unit Testing and ETL Processes.
• Experience with supporting Data Scientist (Machine Learning) is a plus
• Agile mindset and practice in software development process e.g. Scrum, Kanban, TDD, BDD
What we offer
• Development opportunities, including IT conferences, internal training, lunch and learn sessions and an individual development budget.
• Complex work and the chance to make an impact.
• Some opportunities for International travel to our offices in London, Leeds and Gibraltar (our office is 5 minutes away from the beach).
• A great working atmosphere in a collaborative team of amazing people, with forward thinking managers.
• Competitive salary and benefits fully paid private healthcare, multisport pass, daily fruit, and employee referral program.
• Flexible working practices
• And some fun in the office – integration events and company parties, internal football league, gamification initiatives, FIFA, board games, company competitions with cool prizes.
William Hill in Krakow
Our office sits on Kotlarska and our brilliant building has a range of different workspaces, hangouts and breakout areas to suit your every need. Situated in the centre of Krakow next to Vistula river – we're in the heart of one of the world’s most iconic cities. There are parks everywhere, you can enjoy a walk along Planty, or go to Kościuszko Mound to admire the city from above. With plenty of culture on your doorstep, you’ll be spoilt for choice. In fact, why not have a sneak peek around our office with Street View and see if you can picture yourself here.",1,7,1,0,0,0,3,1,0,0,0,0,0,0,0,2,3,0
4.0,"26 February 19
Location: Jakarta
Requirements
Minimum Bachelor Degree majoring in statistic/mathematics/ IT, from reputable university is preferable
Minimum 4 years of working experiences in business intelligence or data warehouse field
Good technical skills in business analytics, data analysis and management, also familiar with SQL
Good communication skills in English, detail oriented, good analytical thinking and loves challenges",1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
